sequence_id	role	sequence_sha256	length_aa	pfam_accession	pfam_name	description	hmm_length	hmm_start_1based	hmm_end_1based	hmm_coverage	sequence_start_1based	sequence_end_1based	envelope_start_1based	envelope_end_1based	sequence_span_coverage	sequence_bitscore	domain_bitscore	sequence_evalue	domain_independent_evalue	domain_conditional_evalue	sequence_GA_bitscore	domain_GA_bitscore	domain_number
control_c3dab0c33cf799a9b93e2d1f44bd1a374e5b7cd957c0d7fbca11aadd13d66ad0	parent_control	c3dab0c33cf799a9b93e2d1f44bd1a374e5b7cd957c0d7fbca11aadd13d66ad0	188	PF16526.11	CLZ	C-terminal leucine zipper domain of cyclic nucleotide-gated channels	71	9	69	0.8591549295774648	14	73	9	75	0.3191489361702128	28.150543212890625	28.150543212890625	7.573110018558493e-08	7.573110018558493e-08	6.337330559463174e-10	26.700000762939453	26.700000762939453	1
control_c3dab0c33cf799a9b93e2d1f44bd1a374e5b7cd957c0d7fbca11aadd13d66ad0	parent_control	c3dab0c33cf799a9b93e2d1f44bd1a374e5b7cd957c0d7fbca11aadd13d66ad0	188	PF00261.26	Tropomyosin	Tropomyosin	242	25	145	0.5	68	188	67	188	0.6436170212765957	176.5515594482422	133.2628631591797	2.2609868491078655e-53	3.757194730906223e-40	6.812208019774185e-42	38.599998474121094	38.599998474121094	2
control_c421e2dda81d7de94d95af0b799c96433df17155973ce4056a688c4e62d7fd1a	parent_control	c421e2dda81d7de94d95af0b799c96433df17155973ce4056a688c4e62d7fd1a	475	PF21236.4	OB_PRS7	26S proteasome regulatory subunit 7, OB domain	69	2	69	0.9855072463768116	129	196	128	196	0.1431578947368421	129.76123046875	128.3888702392578	8.079666529595185e-40	2.1666385408950543e-39	1.813086645100464e-41	26.700000762939453	26.700000762939453	1
control_c421e2dda81d7de94d95af0b799c96433df17155973ce4056a688c4e62d7fd1a	parent_control	c421e2dda81d7de94d95af0b799c96433df17155973ce4056a688c4e62d7fd1a	475	PF00004.36	AAA	ATPase family associated with various cellular activities (AAA)	131	1	130	0.9923664122137404	254	386	254	387	0.28	143.9750213623047	142.0654296875	1.3640636704655157e-43	5.31045448563056e-43	4.443894967054862e-45	21.200000762939453	21.200000762939453	2
control_c421e2dda81d7de94d95af0b799c96433df17155973ce4056a688c4e62d7fd1a	parent_control	c421e2dda81d7de94d95af0b799c96433df17155973ce4056a688c4e62d7fd1a	475	PF17862.8	AAA_lid_3	AAA+ lid domain	45	1	44	0.9777777777777777	409	452	409	453	0.09263157894736843	39.859283447265625	38.62883377075195	8.912795082975233e-12	2.1637609108584495e-11	6.035595288308088e-14	27.200000762939453	27.200000762939453	2
control_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	parent_control	c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	45	PF06679.18	DUF1180	Membrane protein FAM174-like	167	123	167	0.2694610778443114	1	45	1	45	1.0	95.82306671142578	95.7240219116211	1.4422055754882603e-28	1.546933413643991e-28	6.4725247432802976e-31	27.700000762939453	27.700000762939453	1
control_c6aba8d4340d741a28c91a25c090e244dd19fa208c81611196586961c7a3ea08	parent_control	c6aba8d4340d741a28c91a25c090e244dd19fa208c81611196586961c7a3ea08	185	PF04201.21	TPD52	Tumour protein D52 family	108	1	108	1.0	31	138	31	138	0.5837837837837838	178.156005859375	177.54608154296875	1.715156753873829e-54	2.653908346031166e-54	7.032672046665572e-56	25.0	25.0	1
control_c6c82692cd52a90d65438ea3b572f6daaeffb28fc95c1e022ffd660ef0d915ed	parent_control	c6c82692cd52a90d65438ea3b572f6daaeffb28fc95c1e022ffd660ef0d915ed	1307	PF10408.15	Ufd2P_core	Ubiquitin elongating factor core	628	1	628	1.0	596	1217	596	1217	0.47589900535577656	721.2676391601562	720.9573974609375	3.975943987860607e-218	4.935776347850007e-218	2.7535711842956804e-220	20.399999618530273	20.399999618530273	1
control_c6c82692cd52a90d65438ea3b572f6daaeffb28fc95c1e022ffd660ef0d915ed	parent_control	c6c82692cd52a90d65438ea3b572f6daaeffb28fc95c1e022ffd660ef0d915ed	1307	PF04564.22	U-box	U-box domain	73	1	72	0.9863013698630136	1233	1303	1233	1304	0.05432287681713849	105.83647155761719	104.11308288574219	3.63461111190306e-32	1.2541584412948435e-31	5.24752485897424e-34	21.399999618530273	21.399999618530273	1
control_c6d530966a733a12349a604fecbc57a5d2a4178eda55f9dda6756ac2b1fd4ead	parent_control	c6d530966a733a12349a604fecbc57a5d2a4178eda55f9dda6756ac2b1fd4ead	263	PF15822.11	MISS	MAPK-interacting and spindle-stabilising protein-like	238	67	237	0.7184873949579832	1	165	1	166	0.6273764258555133	167.0042266845703	166.6202850341797	2.4703226079280824e-50	3.236280985606387e-50	4.513641541989382e-53	27.0	27.0	1
control_c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	parent_control	c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	743	PF00057.24	Ldl_recept_a	Low-density lipoprotein receptor domain class A	37	1	35	0.9459459459459459	26	63	26	65	0.05114401076716016	77.45563507080078	44.43882369995117	2.6015070354953956e-23	5.411232721725073e-13	2.264114109508399e-15	24.100000381469727	24.100000381469727	1
control_c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	parent_control	c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	743	PF00057.24	Ldl_recept_a	Low-density lipoprotein receptor domain class A	37	2	37	0.972972972972973	72	109	71	109	0.05114401076716016	77.45563507080078	42.16455841064453	2.6015070354953956e-23	2.7798796586863814e-12	1.1631295643039254e-14	24.100000381469727	24.100000381469727	2
control_c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	parent_control	c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	743	PF07645.22	EGF_CA	Calcium-binding EGF domain	43	1	43	1.0	151	189	151	189	0.052489905787348586	29.590608596801758	29.590608596801758	2.3958577931712304e-08	2.3958577931712304e-08	1.0024509594858706e-10	27.0	16.299999237060547	4
control_c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	parent_control	c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	743	PF14670.13	FXa_inhibition	Coagulation Factor Xa inhibitory site	36	6	36	0.8611111111111112	159	189	155	189	0.04172274562584118	78.2666015625	34.81983947753906	1.3885621176065772e-23	5.260657839741363e-10	2.20111206683739e-12	33.400001525878906	33.400001525878906	2
control_c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	parent_control	c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	743	PF00058.24	Ldl_recept_b	Low-density lipoprotein receptor repeat class B	42	1	42	1.0	615	658	615	658	0.059219380888290714	129.52740478515625	24.2175235748291	1.6987021181765816e-39	1.3587876063864314e-06	3.790202528274565e-09	21.0	21.0	6
control_c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	parent_control	c6e91bdd0ece791fe9475e47c665f76f0d07c51bb79656658868ac315318dcca	743	PF00058.24	Ldl_recept_b	Low-density lipoprotein receptor repeat class B	42	3	42	0.9523809523809523	663	709	661	709	0.063257065948856	129.52740478515625	26.063810348510742	1.6987021181765816e-39	3.599958326209923e-07	1.0041724759302436e-09	21.0	21.0	7
control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	parent_control	c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	906	PF00431.27	CUB	CUB domain	110	1	110	1.0	28	139	28	139	0.12362030905077263	195.7866973876953	100.19852447509766	6.315080829252782e-60	3.1315207954495953e-30	2.62051949410008e-32	21.399999618530273	21.399999618530273	1
control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	parent_control	c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	906	PF00431.27	CUB	CUB domain	110	1	110	1.0	149	264	149	264	0.1280353200883002	195.7866973876953	93.11731719970703	6.315080829252782e-60	4.9613491162577335e-28	4.1517565826424545e-30	21.399999618530273	21.399999618530273	2
control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	parent_control	c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	906	PF00754.32	F5_F8_type_C	F5/8 type C domain	127	1	127	1.0	292	424	292	424	0.1467991169977925	179.6852569580078	91.00216674804688	8.998328841254359e-55	2.457008572199586e-27	2.056074118995469e-29	28.200000762939453	28.200000762939453	1
control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	parent_control	c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	906	PF00754.32	F5_F8_type_C	F5/8 type C domain	127	1	127	1.0	449	589	449	589	0.15562913907284767	179.6852569580078	86.5388412475586	8.998328841254359e-55	5.905323026768729e-26	4.941692909429899e-28	28.200000762939453	28.200000762939453	2
control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	parent_control	c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	906	PF22633.4	F5_F8_type_C_2	NedA-like, galactose-binding domain	90	17	90	0.8222222222222222	484	573	474	573	0.09933774834437085	45.79802322387695	28.697189331054688	2.7670277597974667e-13	5.991001560095751e-08	5.01339042685837e-10	28.200000762939453	28.200000762939453	2
control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	parent_control	c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	906	PF00629.31	MAM	MAM domain, meprin/A5/mu	158	1	153	0.9683544303797469	646	792	646	800	0.16225165562913907	107.16606903076172	105.99114227294922	2.8435234971018183e-32	6.537698998681381e-32	5.470877823164336e-34	26.399999618530273	26.399999618530273	1
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF02199.21	SapA	Saposin A-type domain	33	2	33	0.9696969696969697	23	54	22	54	0.05755395683453238	108.46652221679688	48.491859436035156	4.3330895953820434e-33	2.420385481618626e-14	2.7005695750277556e-16	22.0	22.0	1
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF05184.21	SapB_1	Saposin-like type B, region 1	38	2	37	0.9473684210526315	62	97	61	98	0.06474820143884892	136.1497039794922	51.759071350097656	9.021138789031148e-42	2.3182640324331397e-15	2.5866265354902536e-17	25.200000762939453	25.200000762939453	1
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF03489.23	SapB_2	Saposin-like type B, region 2	34	3	34	0.9411764705882353	106	138	104	138	0.05935251798561151	112.32557678222656	40.135372161865234	2.8283574687985956e-34	1.1169575841088387e-11	2.0251671678402933e-13	21.0	21.0	2
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF03489.23	SapB_2	Saposin-like type B, region 2	34	1	34	1.0	238	272	238	272	0.06294964028776978	112.32557678222656	26.655269622802734	2.8283574687985956e-34	1.8513545338929174e-07	3.356709754617563e-09	21.0	21.0	4
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF05184.21	SapB_1	Saposin-like type B, region 1	38	2	38	0.9736842105263158	315	351	314	351	0.06654676258992806	136.1497039794922	32.30043029785156	9.021138789031148e-42	2.8491199347388967e-09	3.178934376277709e-11	25.200000762939453	25.200000762939453	3
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF03489.23	SapB_2	Saposin-like type B, region 2	34	2	34	0.9705882352941176	357	389	356	389	0.05935251798561151	112.32557678222656	28.465909957885742	2.8283574687985956e-34	5.020360243764191e-08	9.102466271817918e-10	21.0	21.0	6
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF05184.21	SapB_1	Saposin-like type B, region 1	38	2	38	0.9736842105263158	440	476	439	476	0.06654676258992806	136.1497039794922	45.80988311767578	9.021138789031148e-42	1.6863627297846527e-13	1.8815762675421508e-15	25.200000762939453	25.200000762939453	4
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF03489.23	SapB_2	Saposin-like type B, region 2	34	1	34	1.0	481	514	481	514	0.06115107913669065	112.32557678222656	36.653926849365234	2.8283574687985956e-34	1.3733327067525444e-10	2.4900035129404572e-12	21.0	21.0	8
control_ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	parent_control	ca2597595c9c912ba1f2edaa809d8f3523b11baeef07ec2fcbb3d502287c3331	556	PF02199.21	SapA	Saposin A-type domain	33	1	33	1.0	524	556	524	556	0.05935251798561151	108.46652221679688	64.95735168457031	4.3330895953820434e-33	1.7260135592000425e-19	1.9258170813947476e-21	22.0	22.0	3
control_cacabfc519ce52e6d2ce34decfc858636000ea3da89583c0de3e7452f7d12bb7	parent_control	cacabfc519ce52e6d2ce34decfc858636000ea3da89583c0de3e7452f7d12bb7	381	PF25234.2	Periphilin_C	Periphilin C-terminal domain	84	2	84	0.9880952380952381	291	373	290	373	0.2178477690288714	147.88876342773438	146.76275634765625	3.1612900053704115e-45	7.099042896042131e-45	2.970310835164071e-47	27.0	27.0	1
control_caea8c7a69a90d90bad8272a42c5bd0e46e9cb95163c2aba6df7c1ec92a4e34f	parent_control	caea8c7a69a90d90bad8272a42c5bd0e46e9cb95163c2aba6df7c1ec92a4e34f	281	PF21236.4	OB_PRS7	26S proteasome regulatory subunit 7, OB domain	69	2	69	0.9855072463768116	87	154	86	154	0.24199288256227758	130.61050415039062	129.5733184814453	4.388195669490552e-40	9.248081316915478e-40	7.738980181519227e-42	26.700000762939453	26.700000762939453	1
control_caea8c7a69a90d90bad8272a42c5bd0e46e9cb95163c2aba6df7c1ec92a4e34f	parent_control	caea8c7a69a90d90bad8272a42c5bd0e46e9cb95163c2aba6df7c1ec92a4e34f	281	PF00004.36	AAA	ATPase family associated with various cellular activities (AAA)	131	1	69	0.5267175572519084	212	280	212	281	0.24555160142348753	86.44493103027344	84.29210662841797	8.291990290650546e-26	3.8383489319141374e-25	3.212007474405136e-27	21.200000762939453	21.200000762939453	2
control_cb91e3786b655e1b5e29e6a598399efc2602eb9df37bedfc09cc2b2df8bd5789	parent_control	cb91e3786b655e1b5e29e6a598399efc2602eb9df37bedfc09cc2b2df8bd5789	170	PF00179.32	UQ_con	Ubiquitin-conjugating enzyme	140	2	139	0.9857142857142858	10	160	9	161	0.888235294117647	168.64788818359375	168.4558868408203	2.124390281720273e-51	2.4349279029251155e-51	1.3583977143236348e-53	27.0	27.0	1
control_cc9c10b1c2b59a071d903c1c08f719301e4f90914235c76c8b46b24d57be59b5	parent_control	cc9c10b1c2b59a071d903c1c08f719301e4f90914235c76c8b46b24d57be59b5	215	PF05279.17	Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region	66	1	66	1.0	14	79	14	79	0.30697674418604654	148.49951171875	147.60360717773438	1.470718478907424e-45	2.800351998659324e-45	8.592432910809641e-47	23.0	23.0	1
control_cca55e69baa29342dd2ed300569f0380855c6e2f3edfc90359f7f9bc084418a5	parent_control	cca55e69baa29342dd2ed300569f0380855c6e2f3edfc90359f7f9bc084418a5	430	PF07221.18	GlcNAc_2-epim	N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)	347	1	338	0.9740634005763689	48	387	48	397	0.7906976744186046	145.36508178710938	144.6556854248047	9.925505518549862e-44	1.6310562431989041e-43	1.3649006219237692e-45	23.399999618530273	23.399999618530273	2
control_cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	parent_control	cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	292	PF00400.39	WD40	WD domain, G-beta repeat	39	12	39	0.717948717948718	63	91	54	91	0.09931506849315068	91.43074035644531	18.666635513305664	7.085024278545591e-28	7.712422088023014e-05	2.1513032323634626e-07	27.0	12.100000381469727	1
control_cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	parent_control	cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	292	PF00400.39	WD40	WD domain, G-beta repeat	39	2	39	0.9743589743589743	115	153	114	153	0.13356164383561644	91.43074035644531	23.380918502807617	7.085024278545591e-28	2.4812243727256425e-06	6.921127957393703e-09	27.0	12.100000381469727	2
control_cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	parent_control	cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	292	PF00400.39	WD40	WD domain, G-beta repeat	39	6	39	0.8717948717948718	162	196	158	196	0.11986301369863013	91.43074035644531	17.037227630615234	7.085024278545591e-28	0.00025296204620305394	7.056124022400389e-07	27.0	12.100000381469727	3
control_cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	parent_control	cd1ae1492d6dd4e4122f0e87312653d9c9baba46542a02b9663ad3d453a7bab2	292	PF00400.39	WD40	WD domain, G-beta repeat	39	2	39	0.9743589743589743	202	240	201	240	0.13356164383561644	91.43074035644531	28.0147705078125	7.085024278545591e-28	8.464580562772096e-08	2.3611103382906823e-10	27.0	12.100000381469727	4
control_cd532c362e1a1fa1467e0f5dab660599aabd5e6a8184b9879ce65971fba6cf21	parent_control	cd532c362e1a1fa1467e0f5dab660599aabd5e6a8184b9879ce65971fba6cf21	708	PF01433.27	Peptidase_M1	Peptidase family M1 domain	218	21	218	0.908256880733945	435	652	423	652	0.307909604519774	71.99717712402344	70.90658569335938	2.0348166608106366e-21	4.386545493505924e-21	4.894332489267419e-23	27.700000762939453	27.700000762939453	1
control_ce2c857c19cf7d0ed0f77df70fa2d286045fe576f805e8d07166d7496f8692d5	parent_control	ce2c857c19cf7d0ed0f77df70fa2d286045fe576f805e8d07166d7496f8692d5	445	PF12038.14	QTMAN_N	tRNA-queuosine alpha-mannosyltransferase N-terminal	168	2	168	0.9940476190476191	3	167	2	167	0.3707865168539326	229.9886932373047	229.40235900878906	5.454251008665079e-70	8.259141089027107e-70	1.151902522876863e-72	25.0	25.0	1
control_ce2c857c19cf7d0ed0f77df70fa2d286045fe576f805e8d07166d7496f8692d5	parent_control	ce2c857c19cf7d0ed0f77df70fa2d286045fe576f805e8d07166d7496f8692d5	445	PF00534.27	Glycos_transf_1	Glycosyl transferases group 1	172	21	159	0.8081395348837209	276	409	265	420	0.30112359550561796	36.18034362792969	35.07888412475586	1.6493190756414017e-10	3.5947300162105643e-10	5.01357045496592e-13	26.399999618530273	26.399999618530273	1
control_ce4bccca991af9e6141c14e38777536c359b9a6c9d302e443bb74bebddb0f6cf	parent_control	ce4bccca991af9e6141c14e38777536c359b9a6c9d302e443bb74bebddb0f6cf	412	PF21362.4	Sina_RING	E3 ubiquitin-protein ligase sina/sinah, RING finger	35	1	26	0.7428571428571429	106	131	106	137	0.06310679611650485	30.296424865722656	30.296424865722656	1.3472797306727421e-08	1.3472797306727421e-08	3.758102456548792e-11	29.299999237060547	29.299999237060547	1
control_cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	parent_control	cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	118	PF12796.14	Ank_2	Ankyrin repeats (3 copies)	90	1	89	0.9888888888888889	6	97	6	98	0.7796610169491526	70.37297058105469	69.65117645263672	5.822063290492644e-21	9.778624665262844e-21	2.4548848532040613e-22	27.299999237060547	27.299999237060547	1
control_cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	parent_control	cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	118	PF13637.13	Ank_4	Ankyrin repeats (many copies)	50	2	50	0.98	7	55	6	55	0.4152542372881356	70.67609405517578	38.1053581237793	2.7682009433707843e-21	5.017693989844216e-11	1.2596721313416442e-12	22.700000762939453	22.700000762939453	1
control_cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	parent_control	cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	118	PF13857.13	Ank_5	Ankyrin repeats (many copies)	56	2	53	0.9285714285714286	22	72	21	72	0.4322033898305085	57.00682830810547	37.01361083984375	6.433230694763144e-17	1.2132213388103277e-10	2.030495964536113e-12	27.0	27.0	2
control_cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	parent_control	cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	118	PF13606.13	Ank_3	Ankyrin repeat	31	2	31	0.967741935483871	35	63	34	63	0.2457627118644068	57.01015853881836	30.3491153717041	2.0172304829286652e-17	1.0422986873127267e-08	2.6166494242160504e-10	22.299999237060547	17.200000762939453	2
control_cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	parent_control	cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	118	PF00023.37	Ank	Ankyrin repeat	33	2	33	0.9696969696969697	35	66	34	66	0.2711864406779661	69.47599792480469	35.220314025878906	4.167422790228355e-21	3.407878846913244e-10	8.555344385556262e-12	21.100000381469727	14.699999809265137	2
control_cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	parent_control	cea712cb6851b8714d7ce8136a88cdbcf59c29e52ae0dca87acba63b51711e3b	118	PF13637.13	Ank_4	Ankyrin repeats (many copies)	50	8	50	0.86	46	88	46	88	0.3644067796610169	70.67609405517578	36.63954162597656	2.7682009433707843e-21	1.4526800621245377e-10	3.6468955534507225e-12	22.700000762939453	22.700000762939453	2
