junction_id,reference_build,gene_5p,chromosome_5p,strand_5p,boundary_5p,gene_3p,chromosome_3p,strand_3p,boundary_3p,evidence_state,biological_samples,distinct_qualifying_reads,mapping_specific_reads,mapping_specificity_unknown_reads,median_split_single_margin,median_shorter_anchor_nt,caller_agreement,callers,proposal_sources,assessed_distinct_reads,read_state_counts,rank_min,rank_max,display_rank
junction_b928b2f676f3995761b5069fa55021f909a9bd57df893bbb873c3175986938f1,GRCm39/GENCODE_M28,ENSMUSG00000059518.15,chr5,-,137011049,ENSMUSG00000064357.1,chrM,+,8205,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4023
junction_b932f24be618ecaff742f248b958b506385230b163c84e85ad6b4243007fd829,GRCm39/GENCODE_M28,ENSMUSG00002076377.1,chr7,-,45107368,ENSMUSG00000049775.17,chrX,-,165992141,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4024
junction_b935ba7dbe2761de6001d1cbb1e63220b568e830793bebba6b40d567709bf454,GRCm39/GENCODE_M28,ENSMUSG00000102070.2,chr1,-,24653959,ENSMUSG00000019505.8,chr11,+,62442963,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4025
junction_b941e4b1795d2e5b6780183ef7dba430b70721170e4b6f9ec7e3ec47af4f1a71,GRCm39/GENCODE_M28,ENSMUSG00000062611.5,chr14,-,88360405,ENSMUSG00000007891.17,chr7,-,141930905,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4026
junction_b954f4ae2f5523fafc347379ca42d1b132b9e2541d6fd5e05a3207c645775b47,GRCm39/GENCODE_M28,ENSMUSG00000033285.16,chr3,-,100045517,ENSMUSG00000028691.13,chr4,+,116542825,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4027
junction_b9552da12d2dadae2ef176da3a307dee7f9f370ee203a1c8cc9c71869c834579,GRCm39/GENCODE_M28,ENSMUSG00000030605.16,chr7,-,78783515,ENSMUSG00000024308.16,chr17,+,34138637,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4028
junction_b9641c972395137f1f8d12568ebc5b0d0bb59a9e9269a7943b9c0ece82f05021,GRCm39/GENCODE_M28,ENSMUSG00000064357.1,chrM,+,8620,ENSMUSG00000028273.16,chr3,-,141948375,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4029
junction_b968c531599c63465ff28ed2e82c448431340c4cface1ce5b747b9fb2072c428,GRCm39/GENCODE_M28,ENSMUSG00000007458.15,chr6,+,122294634,ENSMUSG00000029819.7,chr6,+,49799667,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4030
junction_b984219ff5198406d4fa508f8eccf100d0967493a342ffdd1a7c5598e74dab7e,GRCm39/GENCODE_M28,ENSMUSG00000060143.8,chr14,+,105919661,ENSMUSG00000009927.10,chr9,+,44318998,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4031
junction_b988d0cd0f31e53e8af0d4199f7ed7c6c984bffa565bd20c3427b1e5820df3a6,GRCm39/GENCODE_M28,ENSMUSG00000031703.9,chr8,-,86444213,ENSMUSG00000059772.13,chr7,-,126294819,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4032
junction_b989b366a5e085808042262e222c4f93e279cfdf31e5343ee39a1cfc4e35125d,GRCm39/GENCODE_M28,ENSMUSG00000049775.17,chrX,-,165990088,ENSMUSG00000064351.1,chrM,+,5342,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4033
junction_b9992479a0bfeec232ae34fb116bbb1cbf3371b61c79f4ca0789af649b2a795b,GRCm39/GENCODE_M28,ENSMUSG00000059923.14,chr11,-,115534870,ENSMUSG00000027533.11,chr3,+,10077654,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4034
junction_b9ac89a6add792222c6f0415bbcfba8ce8ae07cf046ef8aef4c7d672eed7c004,GRCm39/GENCODE_M28,ENSMUSG00000050335.18,chr14,+,47623262,ENSMUSG00000004207.15,chr10,+,60137829,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4035
junction_b9d632d32d8f9e42d09eb56a53ebe795780766bbf69efb384ef03d067199cc71,GRCm39/GENCODE_M28,ENSMUSG00000055065.8,chr15,-,79411938,ENSMUSG00000069516.9,chr10,-,117118166,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4036
junction_b9f340fbb1ed861256dc6cc01d47a7ac504a73c660957ef2766f935e8f5b8c70,GRCm39/GENCODE_M28,ENSMUSG00000071659.5,chr19,+,8811508,ENSMUSG00000025993.11,chr1,-,45964727,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4037
junction_b9f9713c90e3086ba29733996491b221a504b44617707356d0702512f0f67003,GRCm39/GENCODE_M28,ENSMUSG00000090124.8,chr1,+,88023690,ENSMUSG00000089943.2,chr1,+,88142764,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4038
junction_ba08130d4b80b7725b17995656969f8b1d4409dbc2e58d6da9dfa4785b8417f3,GRCm39/GENCODE_M28,ENSMUSG00000036241.4,chr4,+,41191568,ENSMUSG00000002812.5,chr11,-,60606201,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4039
junction_ba095880f8325676ee22b19f8e64e1449eb9c077e046c9ec16ceefc867270425,GRCm39/GENCODE_M28,ENSMUSG00000041841.9,chr15,+,5148152,ENSMUSG00000028029.12,chr3,-,132379878,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4040
junction_ba10442c8059686a83e9721771209805a206def9981908929e923cc1af63f455,GRCm39/GENCODE_M28,ENSMUSG00000050708.17,chr7,-,45107366,ENSMUSG00002075233.1,chr4,-,30702293,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4041
junction_ba31443292c2c17a733feecbc0bd55597ca74581836cc2d0f08950560af0486c,GRCm39/GENCODE_M28,ENSMUSG00000105388.2,chr3,+,145585143,ENSMUSG00000021939.9,chr14,+,63359979,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4042
junction_ba4d999829eb057af649625e5f655478aac112a3d5843877ae944cea6a17cd87,GRCm39/GENCODE_M28,ENSMUSG00000038429.11,chr6,-,124791995,ENSMUSG00000076138.3,chr9,-,78386374,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4043
junction_ba523c2b9ef68242b83b948a5f4cdbfcf4ad1892b384731b08e87e3c8e83977d,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962448,ENSMUSG00000050335.18,chr14,+,47617601,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4044
junction_ba5bf944de987d3caf5cba7f6cd7373be140fe86e856b71cc8e3a518fb163141,GRCm39/GENCODE_M28,ENSMUSG00000113113.2,chr12,-,100710753,ENSMUSG00000028086.16,chr3,+,84886258,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4045
junction_ba66f1907d74489e4adf68c3cbf4554f3ee5ba574088b768af85948f72b6138f,GRCm39/GENCODE_M28,ENSMUSG00000040552.9,chr6,-,122823391,ENSMUSG00000064363.1,chrM,+,11208,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4046
junction_ba69a39f66f20feb0596ec8c2790dfe3995c661d5e77c77fffdd61da8903872f,GRCm39/GENCODE_M28,ENSMUSG00000036905.9,chr4,-,136607441,ENSMUSG00000049130.7,chr7,-,15981400,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4047
junction_ba6e1cf8a363de086b2e73cf8ba76a444c713846d474835b18f44853aa16c6e1,GRCm39/GENCODE_M28,ENSMUSG00000031010.18,chrX,+,13037174,ENSMUSG00000024121.14,chr17,-,24388351,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4048
junction_ba6f8379b375188814d244f45a66bee5f927031e098913fe8afa8708f502d38a,GRCm39/GENCODE_M28,ENSMUSG00000118552.2,chr12,-,75677704,ENSMUSG00000021610.9,chr13,+,73768503,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4049
junction_ba7af5735d945e4298c2107833a906106ae4c092ec2e904b6b221a524381020f,GRCm39/GENCODE_M28,ENSMUSG00000049723.15,chr9,+,7358687,ENSMUSG00000093885.3,chr5,+,33233320,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4050
junction_baa135498632df452471d8920b54e20a4ae1753036482155f81d33435e207faa,GRCm39/GENCODE_M28,ENSMUSG00000028692.15,chr4,-,116493716,ENSMUSG00000068220.7,chr15,+,78810936,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4051
junction_baaf5ecea53a39b44d4ba35147d474071525a8ec5168a19b9b73def08f139c1c,GRCm39/GENCODE_M28,ENSMUSG00000027566.16,chr2,-,179678161,ENSMUSG00000018774.14,chr11,-,69555335,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4052
junction_bac077cc4539920cd548defcec9559adad102b838a10a5c4ef3222b187be00c1,GRCm39/GENCODE_M28,ENSMUSG00000031422.17,chrX,-,135633690,ENSMUSG00000024205.8,chr11,+,76492130,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4053
junction_baea4fda67c367240b2412a61f12158d59dd1d8412cd342916f490869afab21f,GRCm39/GENCODE_M28,ENSMUSG00000028419.6,chr4,+,40965289,ENSMUSG00000069516.9,chr10,-,117113504,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4054
junction_baecfccd74ff66ca5cad07293a52df007a8f085b6ecd6e7ba1bb9a83332915e1,GRCm39/GENCODE_M28,ENSMUSG00000060802.9,chr2,+,121983351,ENSMUSG00000067870.6,chr15,-,90648669,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4055
junction_bb2490aa6b0a41e4cfcf1cd36320b039ab2e50002c4a74aea17f4ccebae9a2c9,GRCm39/GENCODE_M28,ENSMUSG00000026688.6,chr1,-,167200001,ENSMUSG00000018326.10,chr2,+,163859791,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4056
junction_bb29d8a42a5aa3a6a4f464ae142f28210180a003e6b7301884ef013efbed73f9,GRCm39/GENCODE_M28,ENSMUSG00002076377.1,chr7,-,45107368,ENSMUSG00000050708.17,chr7,-,45109248,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4057
junction_bb3454478cada13b207b2cd4e1e077a7f7ed91b5b995d10a2987081740ab952b,GRCm39/GENCODE_M28,ENSMUSG00000000682.8,chr4,-,133820848,ENSMUSG00000000563.18,chr3,-,105850269,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4058
junction_bb6171f7cecbb677c8b74c647cd1ab8f118f5a7a4defe8bba0634f2cf19b4eac,GRCm39/GENCODE_M28,ENSMUSG00000026341.17,chr1,-,125320647,ENSMUSG00000058546.9,chr11,-,78073811,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4059
junction_bb6ac026b5d3afb3e2e45633d283aad04854900df9825992e6288fb6af85655e,GRCm39/GENCODE_M28,ENSMUSG00000001418.14,chr3,+,88235921,ENSMUSG00000073411.13,chr17,+,35485952,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4060
junction_bb745d4a0a8d8bc676bc27f59f9c1b601601504a4b5cd02cb444543bcf5070a9,GRCm39/GENCODE_M28,ENSMUSG00000021477.10,chr13,-,64511612,ENSMUSG00000084349.4,chrX,+,13069788,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4061
junction_bb76d536372f58b02d2fe971459299659c95dde78979eabdfaad35e72b4891a2,GRCm39/GENCODE_M28,ENSMUSG00000020372.16,chr11,+,48696914,ENSMUSG00000041697.10,chr5,-,115487003,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4062
junction_bb8d78fc84f43c511ce9378daf243dc40f21adabd1f4d8e0522f67daecb7451c,GRCm39/GENCODE_M28,ENSMUSG00000044408.8,chr12,-,54692184,ENSMUSG00000030259.13,chr6,+,145766382,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4063
junction_bb8ff943dfaefa3705ef32fd58cf2b9bf7f59fcf14fc0bebe2aeba3522c8129b,GRCm39/GENCODE_M28,ENSMUSG00000033467.13,chr5,-,109702574,ENSMUSG00000068240.6,chr4,-,3973506,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4064
junction_bb9bf49b556506b91c98f032cba237f3580d02da5ed5fe786affc9a3b461dca1,GRCm39/GENCODE_M28,ENSMUSG00000084319.4,chr6,-,99854589,ENSMUSG00000069516.9,chr10,-,117116611,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4065
junction_bbafe579c94ab0d2c5acf087c5c56b0bfe8e4d5a99068e873b7f28c7bcb0b77e,GRCm39/GENCODE_M28,ENSMUSG00000079523.9,chr6,-,72934333,ENSMUSG00000039887.12,chr3,+,121155203,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4066
junction_bbc070a1e719e6cdda96b6327f74a1cf3ee84d5727659534513010c6857b126a,GRCm39/GENCODE_M28,ENSMUSG00000049775.17,chrX,-,165990088,ENSMUSG00000060802.9,chr2,+,121981571,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4067
junction_bbc6d8d242b4afc87c38de8cabe19303781ac5dc4daa328bf920858fcf88478a,GRCm39/GENCODE_M28,ENSMUSG00000073411.13,chr17,+,35486333,ENSMUSG00000032518.7,chr9,+,119957516,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4068
junction_bbc9e794e6a6c70a182495eadc84c1575b4095c17d5fe2ef2832e440ae99ef86,GRCm39/GENCODE_M28,ENSMUSG00000017721.16,chr2,+,164342432,ENSMUSG00000025351.15,chr10,+,128747320,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4069
junction_bbc9e8cd054b4de78609437c148dc162c60535c2fff45240580b3973655cbbaa,GRCm39/GENCODE_M28,ENSMUSG00000031093.15,chrX,+,35340205,ENSMUSG00000090996.2,chr2,+,164328494,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4070
junction_bbd017a692f233e927025e3f0df358231c499437f6f8a90019788911961762d3,GRCm39/GENCODE_M28,ENSMUSG00000056737.15,chr6,+,72539964,ENSMUSG00000007891.17,chr7,-,141936812,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4071
junction_bbd7ad53c079dcfa66e5b1d00f79c672616004bc1daeecc6e0a5b3189247b890,GRCm39/GENCODE_M28,ENSMUSG00000076138.3,chr9,-,78385737,ENSMUSG00000089646.2,chr5,+,38664786,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4072
junction_bbe2b01ba42c5d2b4f85a5ddcb494a924527bfc6627fb30a5e9b948bcb0ebbf9,GRCm39/GENCODE_M28,ENSMUSG00000025508.14,chr7,+,141031260,ENSMUSG00000021939.9,chr14,+,63370763,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,4073
