pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
H2-K1:Sdhaf2	chr17	34215026	-	chr19	10502479	-	0531e7ce-1883-4ce3-972f-f692e33b89c0	1	18885	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Sec61b	chr17	34215026	-	chr4	47474911	+	4c100648-4847-4880-8150-a4598fe1c568	1	35406	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Skiv2l	chr17	34215026	-	chr17	35069186	-	ca080b38-dc85-46a8-b5e9-295e4fb2e144	1	21858	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Slco3a1	chr17	34214997	-	chr7	74204381	-	f3d488bf-9feb-411a-bfcd-43c10bd5fac8	1	19307	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Sod1	chr17	34215026	-	chr16	90017641	+	50d214f9-af0e-4e2b-be93-730473c019a4	1	23548	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Sp100	chr17	34215026	-	chr1	85634947	+	6d8e4bff-17cd-4f91-8610-337e40c0fe69	1	19406	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Sqstm1	chr17	34215026	-	chr11	50093421	-	f45e2576-26b9-4142-8066-f60c4f615ea5	1	23386	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Tmem140	chr17	34215026	-	chr6	34840080	+	5a1df463-918a-4636-be43-829a8dcf0e22	1	22425	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Tmem50a	chr17	34215026	-	chr4	134642335	-	2ae40fb4-3549-46ee-b758-3f3d39ae40d6	1	19986	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Tnf	chr17	34215026	-	chr17	35420983	-	3abf4b7b-9021-4efd-9114-a345e67d9ece	1	18226	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Tomm5	chr17	34215026	-	chr4	45108114	-	fa7579ab-af48-44f1-9b03-4924afb7a297	1	24259	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Tspo	chr17	34215026	-	chr15	83447792	+	5dfb74d0-6884-4bb2-a1f3-c662c2b93b35	1	35288	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Tyrobp	chr17	34215026	-	chr7	30113184	+	4fbcfd09-f47a-4722-9477-75142bd705b6	1	26079	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Uba52	chr17	34215026	-	chr8	70963005	-	502e0f9f-6359-4258-8ee5-f3f39baa947d	1	22677	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Ubac2	chr17	34215026	-	chr14	122116031	+	afd38851-3e41-41a9-a821-a0396d07db91	1	21947	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Upp1	chr17	34215589	-	chr11	9069373	+	2e63e399-c501-4851-bf78-c11412c2a418	1	23459	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-K1:Zyx	chr17	34215026	-	chr6	42332850	+	807c9bba-bdd5-43c4-ac22-d7c2b857abd2	1	20281	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-M3:B2m	chr17	37585375	+	chr2	121978166	+	7a5e3874-9fc6-4807-bde1-4563d6ead0d9	1	16750	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-M3:Cxcl9	chr17	37585375	+	chr5	92475938	-	bc3387c0-c320-47f5-8a32-071d70a0b901	1	16749	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-M3:Eci2	chr17	37585375	+	chr13	35172335	-	4ab4d3c2-8144-41e0-8718-968cde90569e	1	24829	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-M3:Hmox1	chr17	37585375	+	chr8	75820248	+	094f6228-923a-4763-bf87-4dd2e24d585a	1	24579	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-M3:Pnpt1	chr17	37585375	+	chr11	29089223	+	bd84bf6b-d2ae-4d05-8956-1a4f8a103cfd	1	16747	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q4:Rpl10-ps1	chr17	35603650	+	chr2	105385190	-	ac118ee1-ae4d-4713-beca-efde65a969b2	1	35029	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q5:Gm15772	chr17	35614055	+	chr5	3286430	+	9f250ff5-8e34-4870-9d9b-4c5251f326e3	1	35411	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:B2m	chr17	35649031	+	chr2	121981353	+	89d445a2-b7d0-40d3-9fc8-17c81c121178	1	35470	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Cd52	chr17	35649031	+	chr4	133821211	-	e27a1a30-2f82-43e7-85c0-65aa448fee59	1	24364	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Dpp9	chr17	35649031	+	chr17	56501551	-	283aadcd-700a-4f29-a033-462ed4192e2c	1	24386	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Hdlbp	chr17	35647358	+	chr1	93348937	-	8c5b4d3b-ce3b-4dfe-bb46-51e161876592	1	20855	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Lgals3	chr17	35647358	+	chr14	47616979	+	2ad8091b-5496-4480-98c1-4ca2db6acccc	1	24197	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Otulinl	chr17	35649031	+	chr15	27681598	-	e64cb381-47c2-4c09-a0b7-3f9248dd6f90	1	26826	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Saa3	chr17	35647358	+	chr7	46365124	-	d8db6662-d84a-4098-ad44-9e749e3bfd33	1	35230	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q6:Sh2b2	chr17	35649031	+	chr5	136261240	-	f42ac680-5b80-4a85-a036-ff48a40dbb67	1	15939	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Acat1	chr17	35662710	+	chr9	53500573	-	a6d47f0f-c963-4c4c-a1f8-ae4d02c38001	1	26164	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Arf5	chr17	35662749	+	chr6	28423558	+	2ac0c9b5-8d98-4d8d-9250-18cc49b4b4ba	1	17307	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Cd74	chr17	35659160	+	chr18	60936919	+	071a0e40-0390-4b27-8fc5-7d594e0f2a17	1	25358	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Ciapin1	chr17	35659160	+	chr8	95555858	-	53384eb0-da93-4ddb-92f9-3efc40881878	1	20564	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Il2rg	chr17	35662749	+	chrX	100308643	-	f1e7b5fe-087c-4f1b-9699-9207d156ce2c	1	34746	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Isg15	chr17	35662749	+	chr4	156285253	-	806db4a0-f337-4712-9d3f-d56986e69578	1	26439	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Mlf2	chr17	35659160	+	chr6	124908394	+	c5facafa-cfbe-47c7-9652-8089be8d8c62	1	20309	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Rpl10-ps3	chr17	35662749	+	chr9	50256268	-	b57d92e7-3d48-4ebb-962a-aa89ce157a93	1	22444	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Sft2d1	chr17	35659160	+	chr17	8530000	+	8219dd13-6258-4a97-9905-21b511c57527	1	22560	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Tmem179b	chr17	35659160	+	chr19	8750470	-	86504047-8139-4fd5-9ceb-e7b8587b569c	1	668	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Arrb2	chr17	36353461	-	chr11	70329144	+	004265da-66d4-4990-824c-24bb4027a96b	1	2468	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Atp5g3	chr17	36349300	-	chr2	73741404	-	9506d63c-2b1c-4f69-8dc1-99b79d49cf6b	1	17004	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Ccl5	chr17	36349300	-	chr11	83421344	-	502bdd51-62a8-4c2a-bc8d-7134774ca9aa	1	26307	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Cxcl10	chr17	36349300	-	chr5	92496741	-	56be14c4-15e1-4c63-ac05-6506904ca2ea	1	20932	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Cyb5r4	chr17	36349300	-	chr9	86939194	+	0dbf79fd-069f-447b-b1dc-95c4b94c9a8e	1	29647	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Gm10123	chr17	36349300	-	chr9	96777710	+	5e888845-4cd2-4b35-8989-8f52c2e3706a	1	24226	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Gm12671	chr17	36349300	-	chr4	91740906	-	fa5c74f8-c8d4-4dd1-9d10-7e5f94836b74	1	24227	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Hsbp1	chr17	36349300	-	chr8	120071226	+	6c0d08af-55b6-4e3c-afec-25e625e66e85	1	34787	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:P2ry14	chr17	36349300	-	chr3	59023712	-	10209e76-5f27-4156-93dd-26e9b12023b7	1	26455	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Psmd2	chr17	36349300	-	chr16	20473567	+	b343dad3-4bbe-412f-8b5f-f3439871b351	1	33441	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Rpl17-ps8	chr17	36349300	-	chrX	95528464	+	560ba982-f06a-470f-97cd-459ca5091e49	1	9155	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Rps19-ps6	chr17	36349300	-	chr12	110864547	+	f3a3a72a-5a61-4d7c-8cce-3ca85a6efe81	1	24228	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Rps4x	chr17	36349300	-	chrX	101231977	-	7db3c1e0-a929-4fa7-8318-40cd1945180d	1	20505	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Saa3	chr17	36349300	-	chr7	46365124	-	15f4b8f3-afd8-4f73-9e89-70a38750c9c9	1	35173	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Serpinb9	chr17	36349298	-	chr13	33191988	+	75ada41d-a601-4114-9e87-977bb58dab6d	1	22033	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Slc37a2	chr17	36353233	-	chr9	37146466	-	46a79b17-aefe-451e-a1fc-924a39832697	1	2627	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T22:Tm9sf3	chr17	36349300	-	chr19	41252419	-	8860e1c5-c547-4c27-beda-3c814b45f5ce	1	34262	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:A930015D03Rik	chr17	36341713	-	chr17	36348324	+	1132aac9-0b30-402d-9fd4-33c2159f64b5;16cb3f83-a0ee-4767-9b26-1213375d5b0e;1e1a6c2b-af1d-4516-83c4-a2fbd647fb03;2a32a959-00c7-4584-8bb8-db13e20f820f;370286d7-c1e3-4718-bda6-a23c33529ab3;3ec1bf7a-26a7-4e49-817f-ec45e022b237;3f86bf5b-903c-4031-80ac-d4d4a8aa9f08;45f0e9fa-d4ab-4883-870a-633bca05d675;490783da-d616-4567-8c97-03783e0649d1;4f499a37-866e-4168-bd05-5c18c2d06135;50dba6e0-3736-41ef-82f3-6cf077d05912;55db8264-a254-4645-8ed5-529506db8994;5ad46983-9e40-4504-822f-2d01ebce605c;5d5b56c2-b347-4210-8f5a-56b80b5e819b;5fc959b0-ac95-4671-a19e-9e7fea209703;62bbc913-8511-4c1f-92f7-51d7ca41b66d;6643bfe7-128e-4a4c-94ad-9cafd91bfe1d;682b3c6a-c0d0-43e8-8903-ab3f88f36bde;6fa98039-161f-489f-a1a7-13e01c5cd114;7125e535-5e87-4673-b012-e05fc93bdfb3;75017a8f-8704-4c4f-aca2-f1d79e67332b;7dd62cc3-21dd-479b-863b-95732bc78a0a;827770ec-65e7-442b-b40e-25bd2d1a6b36;83a00197-a713-4f53-903d-bd81b9186328;89b96f14-ee6e-4d55-bf24-03b9d543a8c9;915cc088-96d8-4c4f-abdb-310c82116b89;9a11e9e7-a18f-4af9-9910-3a221994ba53;9cb0da44-6b8f-44f3-a4d6-db745f580e39;a671464b-61ce-4839-b3cb-99ca62a3df85;ab57399f-f760-41f2-86ab-443ffe5c6b70;af038ac1-afad-4123-b3a6-06e3d95925ed;b208cbc9-ec0c-44eb-86f9-51b860b191a1;be0534b6-aee5-43f8-ac2f-a8d6820cb76b;c1a1c1cf-dc68-4a5d-b855-8b4bf1ec818a;c51ec092-ab3f-4213-84f8-cba19f849476;cf68ccb3-a623-4bfd-9e49-6c3c1a77f19a;cfee26c6-573a-4b8d-9f3b-f8154f60e01c;d2771981-99a5-453c-a4c5-31a7d2b81bd7;d527dce9-0028-4ffd-a0f8-5ce05ea9dcb3;dc77796e-950d-4e85-aced-45dd688344eb;e940496b-7503-4832-aa2b-97952ae44dcb;fc938978-77d0-4b43-b505-0fa7533b24bf	42	22818;22819;22820;22821;22822;22823;22824;22825;22826;22828;22829;22830;22831;22832;22833;22834;22835;22836;22837;22838;22839;22840;22841;22842;22843;22844;24284;24285;24286;24287;26998;26999;27000;27001;27002;27003;27004;35548;35549;35550;35551;35552	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:A930015D03Rik	chr17	36343500	-	chr17	36348324	+	12e9d766-d946-4fc5-982b-dee8335caf26;21e8adb7-4811-4cd5-b995-1b06bf25aea7;51ac24e6-5550-486f-ba46-13181fb7c381;85a930bd-4324-432d-b8e6-8207d7a01857;ab5f62e8-7d18-4d5e-a9e7-a131a3f70ea5;b03dc7c6-24ea-449b-ad2d-512b7071eb8f;bb719de4-371d-435f-bf61-f09af018615d;c82c987d-b7d6-4378-b2dd-aff40c28ffa3;ec5f2360-a33e-4b79-b568-9322890a28b0	9	22815;22816;22817;22827;24283;26997;32186;35547;36702	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Arrb2	chr17	36340867	-	chr11	70330297	+	97b8730d-fc92-44e3-82f2-1f5a42655b1e	1	26880	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:B2m	chr17	36340867	-	chr2	121978166	+	69dc53a4-559a-476d-a393-34a7f2a730da;fa51198c-e230-422d-b71b-81d0676e8f5f	2	26889;35464	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Ccl5	chr17	36340867	-	chr11	83421344	-	1aae99d9-2e39-48d1-b7aa-4b608a023557;f8dae77a-5e8d-4250-9bff-c04dc0d4a947	2	21137;21138	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Cd74	chr17	36340867	-	chr18	60936919	+	5c60ba3f-17d8-4b42-a763-820f85ca134b	1	12246	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Dapk3	chr17	36340867	-	chr10	81019809	+	c6a0e885-aaa2-41ee-be89-4d0bf55b6908	1	8107	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Dbi	chr17	36340867	-	chr1	120048808	-	cf8dcdc6-97a9-42b7-a76c-9bca556d2976	1	29060	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Dpy30	chr17	36343044	-	chr17	74606819	-	543ce608-053b-44c7-82cb-d6f1f2228a50	1	1682	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Eif1b	chr17	36340867	-	chr9	120321556	+	d658679c-c0ba-4e7b-896f-dd8271cde043	1	10750	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Fermt3	chr17	36340867	-	chr19	6991318	-	a68e434a-f0b2-4c51-ba26-8b18ed00750f	1	19077	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Fth1	chr17	36340867	-	chr19	9962144	+	8c7fd33d-f55f-4e78-8780-4d99d5c45954	1	31354	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Fth1	chr17	36341469	-	chr19	9962144	+	b4beb015-b898-4aa3-8a67-048aaab62d30	1	2837	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Gm4342	chr17	36340867	-	chr8	124580567	+	701341ab-4d43-4c11-8bdd-00f7c0d300c6	1	22814	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Gm5537	chr17	36340867	-	chr3	58011668	-	4222b0ec-7171-42fb-95bf-6edbfcf3107f	1	35546	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Gnai2	chr17	36340867	-	chr9	107493024	-	91a043c0-32b2-46d6-b04c-5cab1f253900	1	20756	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Gpnmb	chr17	36340867	-	chr6	49024227	+	aa45b59c-37b5-4ba4-b712-8bea5ae669b8	1	20270	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Gpnmb	chr17	36340867	-	chr6	49027343	+	e91b69c2-dd8e-4f4e-ab5a-095e564dea14	1	26044	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Ifi27l2a	chr17	36340867	-	chr12	103409770	-	aee6e112-e2a1-4e80-986f-6d5526b0ca51	1	22813	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Ldha	chr17	36340867	-	chr7	46495262	+	45043bb7-ef0a-4dc7-a9c7-00d8f13effb9	1	22723	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Lrrc8c	chr17	36340867	-	chr5	105727333	+	f829cd1b-7f59-4b2b-85ae-c88df3ca1ca9	1	22377	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Mcl1	chr17	36340867	-	chr3	95566098	+	bc2f85a5-c0ef-4f31-a673-da271eab438b	1	21577	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Pink1	chr17	36340867	-	chr4	138044779	-	27718341-92e6-4ef0-8285-767345c886c5	1	29251	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Psma2	chr17	36340867	-	chr13	14787824	+	cc6cef99-67a1-49ae-92bc-bee4d7036849	1	16686	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Rbm3	chr17	36340867	-	chrX	8011962	-	3c608381-d681-41d8-92af-ffe1c0128da8	1	20484	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Rpl11	chr17	36340867	-	chr4	135780028	-	0be88dd3-9fcc-46c3-afd8-ed10b122daa3	1	22514	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Rpl31-ps8	chr17	36340867	-	chr15	90648859	-	c675bc56-b2d8-4bf3-9466-df8cda836422	1	35545	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Rpl38-ps2	chr17	36340867	-	chr6	140692898	-	879a8785-f669-4c23-97b3-3d5904f99754	1	14994	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Rps4x	chr17	36340867	-	chrX	101231977	-	a99950a1-88ac-4e80-a7be-115941c050b8	1	13521	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Saa3	chr17	36340867	-	chr7	46365124	-	67b56fd3-73f8-49da-9b64-023bd3a13d6b	1	35214	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Sec61b	chr17	36340867	-	chr4	47474911	+	f3c80645-4f7f-4864-ad93-977d76219bef	1	9115	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Slc39a13	chr17	36340867	-	chr2	90893797	-	c84cb0f9-984c-4f37-a61c-ee5ecf7386c5	1	27270	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Tmbim4	chr17	36340867	-	chr10	120044654	+	c451df81-a982-433a-931c-494269caf0af	1	17227	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Urm1	chr17	36340867	-	chr2	29732732	+	cfbcbf77-e8dd-402a-b075-0d00f6da3616	1	9570	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T23:Usp18	chr17	36340867	-	chr6	121222864	+	25fc3416-33bc-4c4a-ad2b-84dfeecbaa6f	1	20307	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-T24:Nsdhl	chr17	36325448	-	chrX	71992770	+	ec39d151-c1b0-40a6-86f0-c23232d2d59c	1	2940	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2ax:Psmb5	chr9	44247374	+	chr14	54855479	-	b0c85681-6728-47bd-bc98-5a1a97654cd4	1	23519	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Cd63	chr3	137572683	+	chr10	128746263	+	ba10000d-713b-496d-92ec-08c9a09a621a	1	6439	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Gm10123	chr3	137572683	+	chr9	96777710	+	1ac78579-8804-493d-8637-aaed09a3c4bf	1	8389	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Gm13370	chr3	137572683	+	chr2	24875995	+	765e6c18-67e8-48ca-b6a8-408433bf5b61	1	14060	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Gm15710	chr3	137572683	+	chr5	92288788	-	da4d8289-f487-4252-afae-e8dfa7de067d	1	36511	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Ldha	chr3	137572683	+	chr7	46495262	+	b399e370-05b8-4e60-8ede-b7068568550e	1	14059	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Lilr4b	chr3	137572683	+	chr10	51361808	+	af89a176-496a-488e-837f-607063e9015f	1	21528	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Naxe	chr3	137572683	+	chr3	87965802	-	350b877b-147e-44e6-8c4e-565679e23b62	1	12981	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Ndufab1	chr3	137572683	+	chr7	121701074	-	34a508d4-4e0d-47fb-b26f-67137c5b400c	1	7660	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Rplp0	chr3	137572683	+	chr5	115697845	+	ce0d8221-2730-4eeb-9251-3c22785dbf4a	1	8390	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Tagln2	chr3	137572683	+	chr1	172333752	+	ba1641c3-b772-43af-8a53-0bc4dfbcdfb3	1	12784	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2az1:Tgfb1	chr3	137572683	+	chr7	25396342	+	700efddb-c7cd-4aeb-b4a2-3a6f104db6ad	1	30665	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2bc15:Gm11274	chr13	21938673	+	chr13	21953294	+	0d2193e9-22fc-4dec-b807-24226d8b8088;3f680ce9-4004-4627-af1b-68b894d6d965;dc78b007-b785-4b0e-a7f6-a90bc770d663	3	9817;9818;30570	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H3c10:S100a11	chr13	21902239	+	chr3	93431357	+	4f868f12-6ad9-42bc-baf0-e63f39e8addd	1	12958	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H3c11:Cstb	chr13	21967129	-	chr10	78263144	+	35c9aa33-11d4-416f-af39-1688334e88c6	1	33352	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Hacd3:Tmem179b	chr9	64894264	-	chr19	8750470	-	49cb628f-36e1-414b-a476-b31e9cf575eb	1	8021	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
